,transaction_date,transaction_hour,location_state,location_city,rewards_number,rewards_member,num_of_items,coupon_flag,discount_amt,order_amt
40351,2019-12-22,8:35 PM,Mississippi,Jackson,136-486-63,True,24,Yes,0.3,$111.12
40352,2020-09-22,12:53 PM,Georgia,Savannah,463-169-16,True,7,,,$108.46
40353,2020-07-28,12:35 PM,South Carolina,Spartanburg,889-485-89,False,16,Yes,0.35,$161.52
40354,2020-05-14,5:01 PM,Georgia,Atlanta,448-378-02,True,32,,,$126.07
40355,2020-08-19,1:11 PM,Georgia,Athens,113-829-84,False,3,Yes,0.41,$81.91
40356,2019-11-22,12:37 PM,Florida,Jacksonville,020-313-86,False,22,Yes,0.31,$38.91
40357,2020-02-06,6:31 PM,Florida,Bonita Springs,,,29,,,$214.25
40358,2020-08-09,7:02 PM,Florida,Spring Hill,753-197-64,True,29,Yes,0.33,$153.53
40359,2019-10-20,6:34 PM,Florida,Orlando,300-677-71,True,10,,,$206.57
40360,2020-02-11,7:43 PM,Georgia,Atlanta,826-853-33,False,25,,,$29.61
40361,2020-09-04,5:34 PM,Florida,Daytona Beach,046-861-26,True,8,,,$204.31
40362,2020-09-27,7:08 PM,Florida,Miami,,,8,,,$58.42
40363,2020-03-25,2:26 PM,Florida,Fort Lauderdale,869-847-16,False,23,,,$212.86
40364,2020-06-17,12:39 PM,Florida,Miami Beach,,,32,Yes,0.35,$88.33
40365,2020-04-03,11:16 AM,Florida,Delray Beach,520-381-74,True,15,,,$121.19
40366,2020-01-22,7:09 PM,Georgia,Savannah,999-420-68,True,20,,,$170.65
40367,2019-12-28,4:58 PM,Alabama,Huntsville,354-893-42,True,3,,,$162.14
40368,2020-07-10,3:41 PM,Florida,Clearwater,,,20,Yes,0.42,$225.91
40369,2020-10-12,3:56 PM,Florida,Zephyrhills,,,4,,,$63.97
40370,2020-04-23,2:52 PM,Alabama,Huntsville,,,23,,,$102.80
40371,2020-01-15,3:55 PM,Florida,Jacksonville,452-669-20,True,24,,,$234.87
40372,2020-04-24,3:04 PM,Florida,West Palm Beach,,,12,,,$148.85
40373,2020-06-04,5:48 PM,Alabama,Tuscaloosa,291-380-85,False,34,,,$62.50
40374,2019-10-27,4:22 PM,Georgia,Atlanta,,,26,,,$234.65
40375,2019-12-22,4:02 PM,Florida,Orlando,470-241-31,False,6,,,$55.01
40376,2019-12-16,12:48 PM,South Carolina,Spartanburg,163-883-89,True,27,,,$141.14
40377,2019-10-28,5:31 PM,Florida,Tallahassee,,,14,,,$222.73
40378,2020-03-28,11:53 AM,South Carolina,Anderson,099-811-10,False,20,,,$147.35
40379,2020-09-29,1:29 PM,Florida,Palm Bay,815-408-99,False,5,Yes,0.18,$151.61
40380,2020-10-17,7:59 PM,Florida,West Palm Beach,,,31,,,$92.92
40381,2020-04-07,1:24 PM,Florida,Tallahassee,053-781-62,True,21,,,$118.64
40382,2020-02-04,6:59 PM,Georgia,Savannah,,,6,Yes,0.4,$225.46
40383,2020-03-26,8:22 PM,Alabama,Birmingham,002-593-25,True,24,,,$93.54
40384,2019-11-03,4:10 PM,Florida,Daytona Beach,588-864-20,False,22,Yes,0.4,$52.37
40385,2019-11-25,4:57 PM,Florida,Fort Lauderdale,062-065-62,False,16,,,$85.28
40386,2020-10-01,3:11 PM,Mississippi,Jackson,,,26,Yes,0.34,$98.54
40387,2019-10-20,3:34 PM,South Carolina,Anderson,945-926-49,False,16,,,$121.58
40388,2019-12-19,8:20 PM,Florida,Tampa,,,14,Yes,0.37,$156.77
40389,2019-10-25,11:55 AM,Florida,Orlando,,,13,,,$84.60
40390,2019-10-09,3:26 PM,Florida,Tampa,917-371-00,False,13,Yes,0.37,$206.30
40391,2020-03-07,12:32 PM,South Carolina,Greenville,838-367-37,True,14,,,$81.71
40392,2020-10-03,4:19 PM,Florida,Boca Raton,702-528-80,True,21,Yes,0.32,$205.11
40393,2019-12-24,3:45 PM,South Carolina,Greenville,,,7,,,$112.69
40394,2020-05-05,7:31 PM,Florida,Clearwater,,,13,,,$134.98
40395,2020-05-03,11:37 AM,Alabama,Birmingham,196-426-49,True,32,,,$186.71
40396,2020-07-17,4:52 PM,Florida,Gainesville,909-269-89,False,13,Yes,0.16,$66.31
40397,2020-07-16,1:39 PM,Mississippi,Jackson,501-303-43,True,19,,,$95.54
40398,2020-08-13,11:21 AM,Georgia,Decatur,867-549-01,False,12,Yes,0.45,$144.81
40399,2020-03-05,6:00 PM,Florida,Gainesville,653-805-71,False,10,,,$90.41
40400,2020-01-31,8:59 PM,Georgia,Atlanta,584-652-77,True,17,,,$80.24
40401,2019-12-13,4:25 PM,Georgia,Lawrenceville,,,21,,,$40.72
40402,2020-06-10,2:35 PM,Georgia,Columbus,,,28,Yes,0.31,$96.75
40403,2020-04-21,4:23 PM,Florida,Jacksonville,,,20,,,$59.37
40404,2019-10-09,2:43 PM,Alabama,Mobile,641-852-48,True,33,,,$67.87
40405,2020-03-14,7:34 PM,Alabama,Anniston,,,16,Yes,0.41,$226.35
40406,2019-12-11,5:26 PM,Georgia,Macon,,,15,,,$70.15
40407,2020-10-24,11:15 AM,Florida,Zephyrhills,,,24,,,$170.71
40408,2020-07-14,3:13 PM,Georgia,Cumming,357-990-83,False,6,Yes,0.22,$176.41
40409,2020-03-16,7:35 PM,Florida,Miami,302-696-85,False,16,Yes,0.32,$51.07
40410,2020-03-12,12:13 PM,Florida,Pensacola,700-899-87,True,25,,,$177.00
40411,2020-06-30,6:13 PM,Alabama,Montgomery,522-403-74,True,33,,,$165.37
40412,2020-09-16,3:23 PM,Alabama,Mobile,373-664-24,True,5,,,$36.44
40413,2020-05-04,12:35 PM,Alabama,Huntsville,,,29,,,$89.47
40414,2020-04-06,2:11 PM,Florida,Orlando,,,28,,,$233.94
40415,2020-07-02,12:13 PM,Florida,Saint Petersburg,,,19,,,$189.94
40416,2020-07-29,4:33 PM,Florida,Orlando,170-843-89,False,11,,,$95.85
40417,2020-07-29,1:55 PM,Georgia,Athens,,,21,,,$218.01
40418,2019-11-11,2:26 PM,Florida,Sarasota,384-877-39,False,26,,,$115.16
40419,2020-05-05,8:03 PM,Florida,Jacksonville,,,3,Yes,0.14,$41.96
40420,2020-02-10,5:57 PM,South Carolina,Spartanburg,,,33,Yes,0.26,$55.45
40421,2020-08-04,3:52 PM,Mississippi,Jackson,,,13,,,$106.72
40422,2020-10-25,8:28 PM,Alabama,Tuscaloosa,,,5,Yes,0.37,$166.87
40423,2020-06-16,6:03 PM,South Carolina,Greenville,574-759-48,True,24,Yes,0.42,$43.33
40424,2020-07-18,2:32 PM,Florida,Lakeland,832-827-10,True,19,,,$21.62
40425,2020-03-21,5:48 PM,California,Cupertino,499-130-00,True,12,,,$175.73
40426,2020-02-13,2:00 PM,Florida,Daytona Beach,759-990-82,True,27,,,$147.25
40427,2020-04-17,1:19 PM,Florida,Spring Hill,685-554-95,True,31,,,$25.15
40428,2020-07-18,7:02 PM,Florida,Jacksonville,418-342-83,False,14,,,$140.57
40429,2020-01-06,4:16 PM,Georgia,Augusta,,,19,,,$195.36
40430,2019-11-17,7:24 PM,Florida,Miami,,,18,,,$92.05
40431,2019-11-28,7:14 PM,South Carolina,Florence,682-634-20,True,14,,,$115.40
40432,2020-03-14,4:49 PM,Florida,Tallahassee,,,30,,,$104.29
40433,2019-12-28,4:04 PM,Florida,Fort Lauderdale,800-355-77,False,24,,,$47.79
40434,2020-10-02,7:04 PM,South Carolina,Spartanburg,784-818-48,True,7,,,$85.45
40435,2020-10-27,2:56 PM,Alabama,Anniston,,,30,,,$181.70
40436,2019-10-12,6:52 PM,Florida,Tallahassee,,,25,,,$51.74
40437,2019-11-17,8:38 PM,Florida,Lakeland,,,23,,,$167.29
40438,2020-08-21,8:58 PM,Georgia,Duluth,513-422-29,False,4,,,$50.26
40439,2019-10-16,7:52 PM,Florida,Tallahassee,,,22,,,$158.68
40440,2020-09-25,12:02 PM,Florida,Vero Beach,722-923-54,False,7,,,$231.59
40441,2020-01-28,6:14 PM,Georgia,Decatur,503-032-46,False,28,,,$209.89
40442,2020-03-21,1:58 PM,Florida,Punta Gorda,651-260-02,True,30,,,$34.86
40443,2020-09-04,11:16 AM,Alabama,Montgomery,776-926-03,False,32,,,$154.31
40444,2020-02-01,11:24 AM,Georgia,Marietta,717-965-63,False,17,,,$94.02
40445,2020-04-20,3:43 PM,Florida,Pompano Beach,,,9,Yes,0.32,$30.83
40446,2020-07-30,6:59 PM,Florida,Seminole,367-297-89,True,19,,,$184.57
40447,2020-04-29,2:10 PM,Georgia,Atlanta,421-215-08,True,20,,,$44.35
40448,2019-11-23,5:51 PM,Florida,Saint Petersburg,934-791-88,True,27,,,$34.04
40449,2020-05-26,7:08 PM,Florida,Jacksonville,,,24,,,$147.09
40450,2020-08-20,5:52 PM,Georgia,Atlanta,435-810-52,True,23,,,$203.43
40451,2019-10-22,1:07 PM,Florida,Bradenton,541-964-50,True,30,,,$106.77
40452,2019-10-25,7:18 PM,Georgia,Duluth,,,30,,,$76.81
40453,2020-10-25,8:09 PM,Florida,Pensacola,,,34,,,$146.16
40454,2020-09-20,12:00 PM,Florida,Daytona Beach,514-031-16,True,31,Yes,0.21,$211.81
40455,2020-08-25,12:00 PM,Georgia,Augusta,985-030-77,True,29,,,$180.35
40456,2020-09-25,2:07 PM,South Carolina,Greenville,092-715-04,False,6,,,$70.56
40457,2020-10-18,2:21 PM,Mississippi,Columbus,,,6,,,$45.42
40458,2020-06-23,8:01 PM,Alabama,Mobile,077-942-66,True,3,,,$87.29
40459,2020-06-25,5:11 PM,Georgia,Atlanta,,,11,,,$85.71
40460,2019-10-13,2:30 PM,Alabama,Tuscaloosa,507-438-48,False,11,,,$116.76
40461,2020-06-28,1:51 PM,Florida,Tampa,,,23,,,$95.10
40462,2020-10-24,4:35 PM,Florida,Orlando,,,20,,,$165.89
40463,2020-03-07,12:13 PM,Florida,Pompano Beach,699-672-16,True,32,,,$130.42
40464,2019-12-30,5:03 PM,Florida,Orlando,309-222-16,False,19,,,$187.69
40465,2020-07-28,12:22 PM,Mississippi,Jackson,,,3,,,$143.73
40466,2020-06-05,11:11 AM,Georgia,Atlanta,,,14,Yes,0.32,$64.57
40467,2020-05-09,8:44 PM,Georgia,Savannah,,,25,,,$103.18
40468,2020-03-20,8:08 PM,Florida,Vero Beach,,,24,,,$138.33
40469,2019-10-05,7:38 PM,Florida,Orlando,846-412-65,False,32,Yes,0.48,$206.40
40470,2020-10-06,4:12 PM,Florida,Orlando,648-751-55,True,26,,,$90.35
40471,2019-10-05,8:14 PM,Florida,Orlando,053-591-33,False,27,Yes,0.39,$27.10
40472,2019-10-11,12:30 PM,Georgia,Lawrenceville,783-249-72,True,26,,,$60.97
40473,2020-09-24,12:15 PM,Georgia,Duluth,912-938-05,True,23,,,$45.43
40474,2020-04-02,11:19 AM,Mississippi,Biloxi,,,24,,,$114.86
40475,2020-10-06,6:28 PM,Georgia,Lawrenceville,644-360-29,True,9,,,$68.31
40476,2019-12-28,1:57 PM,California,Mountain View,600-613-00,True,81,,,$670.03
40477,2020-08-07,6:44 PM,Mississippi,Gulfport,,,11,,,$54.95
40478,2019-11-23,11:09 AM,Florida,Pensacola,,,31,Yes,0.12,$47.66
40479,2019-12-08,5:11 PM,Georgia,Alpharetta,177-906-60,False,3,,,$204.02
40480,2020-03-11,6:01 PM,Florida,Bradenton,,,26,Yes,0.31,$171.87
40481,2020-10-15,8:49 PM,Florida,Melbourne,889-556-37,True,22,,,$231.92
40482,2020-01-11,3:46 PM,Georgia,Savannah,939-322-38,True,22,,,$196.76
40483,2020-08-18,5:38 PM,Florida,Miami,151-506-10,True,24,Yes,0.26,$65.22
40484,2020-01-06,2:20 PM,Alabama,Montgomery,,,26,Yes,0.48,$188.38
40485,2020-10-23,7:32 PM,Florida,Orlando,418-820-36,True,3,,,$78.63
40486,2020-05-18,5:21 PM,Florida,Miami,,,27,,,$68.09
40487,2020-09-14,7:15 PM,South Carolina,Columbia,,,6,,,$194.48
40488,2020-09-03,8:40 PM,Alabama,Montgomery,459-795-10,False,17,Yes,0.34,$109.62
40489,2020-08-28,2:01 PM,Florida,Naples,071-639-57,True,33,,,$219.57
40490,2019-11-05,7:39 PM,Florida,Orlando,,,9,Yes,0.41,$144.18
40491,2020-01-06,1:54 PM,Florida,West Palm Beach,136-696-73,True,4,Yes,0.37,$48.70
40492,2019-10-11,4:01 PM,Florida,Tampa,,,16,,,$70.43
40493,2020-02-06,11:47 AM,Florida,Miami,206-336-14,True,6,,,$193.27
40494,2020-07-11,1:36 PM,Florida,Tampa,187-565-32,True,31,,,$155.26
40495,2019-11-27,7:00 PM,Florida,Lakeland,877-914-73,True,13,,,$71.83
40496,2020-03-02,4:56 PM,Florida,Jacksonville,735-164-66,False,19,,,$124.29
40497,2020-03-19,6:24 PM,Florida,Jacksonville,,,17,,,$139.91
40498,2020-02-12,3:58 PM,Alabama,Mobile,,,11,Yes,0.5,$165.06
40499,2019-11-23,11:45 AM,Florida,Jacksonville,,,7,Yes,0.44,$135.86
40500,2020-02-26,5:21 PM,Florida,Jacksonville,,,15,Yes,0.37,$31.78
40501,2020-06-26,6:57 PM,Florida,Fort Lauderdale,402-687-54,True,22,,,$212.82
40502,2020-01-15,2:27 PM,Florida,Miami,418-586-61,True,24,,,$57.15
40503,2019-12-28,1:14 PM,Florida,Seminole,,,7,,,$121.37
40504,2020-01-30,1:06 PM,Georgia,Atlanta,,,34,,,$55.28
40505,2020-02-22,12:14 PM,Georgia,Macon,,,15,,,$115.43
40506,2020-06-25,8:27 PM,Florida,Palm Bay,,,23,,,$158.54
40507,2020-04-09,7:33 PM,Mississippi,Meridian,837-129-88,False,27,,,$132.42
40508,2020-09-05,2:46 PM,Alabama,Birmingham,864-216-34,False,29,Yes,0.43,$234.63
40509,2020-10-12,12:52 PM,Florida,Orlando,,,4,,,$20.49
40510,2019-10-25,5:21 PM,Florida,Saint Petersburg,,,27,Yes,0.22,$21.86
40511,2020-03-10,8:57 PM,Alabama,Montgomery,084-132-90,False,13,Yes,0.39,$170.23
40512,2020-09-24,12:58 PM,Alabama,Birmingham,158-115-25,True,32,Yes,0.28,$105.38
40513,2020-09-27,2:51 PM,Florida,Fort Lauderdale,932-566-66,True,16,,,$158.99
40514,2020-04-16,6:28 PM,Florida,Tampa,045-384-46,False,4,,,$106.27
40515,2019-10-01,5:57 PM,Alabama,Montgomery,,,5,,,$127.52
40516,2020-02-28,2:10 PM,Alabama,Mobile,517-553-19,False,4,,,$81.93
40517,2020-10-13,2:51 PM,Florida,Jacksonville,,,15,Yes,0.43,$141.38
40518,2020-06-04,3:59 PM,Florida,Bradenton,,,7,,,$160.47
40519,2020-07-05,3:18 PM,Florida,Hialeah,,,31,,,$151.41
40520,2020-05-10,12:32 PM,Georgia,Decatur,,,24,Yes,0.46,$51.26
40521,2020-10-16,8:55 PM,Florida,Tallahassee,039-032-13,True,24,,,$27.36
40522,2019-10-16,5:12 PM,Florida,Clearwater,883-059-28,True,34,,,$65.76
40523,2020-10-07,7:01 PM,Alabama,Mobile,413-014-08,False,31,Yes,0.27,$180.10
40524,2020-10-29,8:22 PM,Georgia,Duluth,,,32,,,$111.30
40525,2020-09-14,5:22 PM,Florida,Fort Myers,414-842-72,True,5,,,$87.17
40526,2020-05-25,4:01 PM,Florida,Vero Beach,346-842-85,True,31,,,$195.19
40527,2019-12-16,6:57 PM,Alabama,Gadsden,009-775-06,False,18,,,$222.95
40528,2019-12-13,1:05 PM,Florida,Panama City,,,26,,,$225.61
40529,2020-10-03,8:47 PM,Georgia,Atlanta,533-070-31,False,3,,,$90.98
40530,2020-04-06,12:49 PM,Georgia,Macon,,,28,,,$171.30
40531,2019-12-12,5:40 PM,Florida,Fort Lauderdale,,,20,,,$159.14
40532,2020-09-27,8:46 PM,Florida,Pompano Beach,,,3,,,$94.76
40533,2019-10-17,2:16 PM,South Carolina,Columbia,610-889-34,True,19,,,$178.50
40534,2020-04-29,8:02 PM,Florida,Melbourne,,,27,,,$156.65
40535,2020-08-15,1:43 PM,Florida,Tampa,,,21,Yes,0.26,$78.45
40536,2020-10-18,6:50 PM,Florida,Naples,,,6,,,$135.24
40537,2020-06-29,6:13 PM,South Carolina,Columbia,579-486-27,True,11,,,$44.57
40538,2020-04-07,2:22 PM,Florida,Jacksonville,889-478-91,False,30,Yes,0.35,$57.22
40539,2020-05-01,11:02 AM,Mississippi,Gulfport,873-614-27,True,23,,,$108.85
40540,2020-03-02,6:28 PM,Mississippi,Jackson,957-845-93,False,17,,,$180.51
40541,2019-10-23,6:40 PM,Florida,Tampa,924-189-50,False,19,,,$60.12
40542,2020-10-21,6:23 PM,Florida,Hialeah,,,31,,,$53.86
40543,2020-06-01,5:24 PM,Florida,Miami,498-499-47,True,27,,,$86.24
40544,2019-10-15,1:15 PM,Alabama,Montgomery,171-382-03,True,18,,,$23.64
40545,2020-07-30,8:05 PM,Mississippi,Hattiesburg,997-671-32,False,18,Yes,0.36,$207.46
40546,2019-12-07,12:37 PM,Florida,West Palm Beach,058-935-05,True,4,,,$108.77
40547,2020-02-25,3:33 PM,Florida,Daytona Beach,658-871-00,True,11,,,$31.57
40548,2019-11-12,8:01 PM,Florida,Orlando,334-189-92,True,13,,,$92.26
40549,2019-11-22,8:40 PM,South Carolina,Spartanburg,417-373-07,True,32,,,$25.20
40550,2020-02-21,3:05 PM,Georgia,Savannah,753-108-80,False,25,Yes,0.44,$78.51
40551,2020-07-29,1:00 PM,Florida,Winter Haven,457-589-61,False,18,,,$88.67
40552,2019-10-28,12:20 PM,Georgia,Atlanta,,,27,,,$191.20
40553,2020-06-20,5:51 PM,Florida,Hollywood,544-656-04,False,19,,,$65.26
40554,2020-06-17,7:40 PM,Georgia,Macon,612-866-58,True,10,Yes,0.18,$110.19
40555,2020-04-16,12:46 PM,Florida,Jacksonville,,,11,,,$21.44
40556,2019-10-21,5:14 PM,South Carolina,Greenville,,,26,,,$168.48
40557,2019-12-29,5:46 PM,Georgia,Athens,795-359-86,True,9,,,$156.93
40558,2020-08-23,11:45 AM,Florida,Orlando,,,33,,,$132.75
40559,2020-04-20,6:26 PM,Alabama,Huntsville,541-051-52,True,9,,,$21.11
40560,2020-10-25,4:38 PM,Florida,Orlando,,,12,,,$157.34
40561,2020-02-01,2:06 PM,Florida,Fort Lauderdale,157-193-08,True,6,Yes,0.27,$92.77
40562,2020-06-07,5:53 PM,South Carolina,Columbia,,,11,,,$149.35
40563,2020-07-12,11:20 AM,Florida,Pompano Beach,,,16,,,$122.91
40564,2020-06-12,1:49 PM,Alabama,Birmingham,422-093-44,False,8,,,$68.88
40565,2020-09-13,4:10 PM,Florida,Zephyrhills,358-647-54,False,5,,,$181.29
40566,2019-12-27,3:19 PM,Florida,Miami,452-939-07,True,21,,,$92.01
40567,2019-12-21,3:43 PM,Mississippi,Gulfport,361-339-56,False,21,,,$57.00
40568,2020-10-12,1:50 PM,Florida,Boca Raton,,,26,,,$171.74
40569,2020-05-14,4:41 PM,Florida,Tampa,689-649-46,True,32,,,$151.15
40570,2020-04-17,3:52 PM,Florida,Fort Pierce,965-148-42,False,9,,,$217.87
40571,2020-06-18,1:37 PM,Georgia,Atlanta,,,29,,,$49.14
40572,2019-12-27,8:44 PM,Mississippi,Hattiesburg,,,16,Yes,0.27,$46.66
40573,2020-09-09,1:47 PM,Florida,Orlando,277-803-49,False,9,,,$189.60
40574,2019-12-13,3:51 PM,Alabama,Huntsville,,,4,,,$99.64
40575,2020-04-22,11:10 AM,Florida,Pensacola,614-130-28,True,25,,,$213.93
40576,2020-09-14,7:29 PM,Florida,Port Saint Lucie,,,7,,,$28.37
40577,2019-12-11,2:37 PM,Georgia,Athens,900-677-29,False,31,Yes,0.22,$187.53
40578,2020-01-14,1:33 PM,Florida,Winter Haven,722-912-27,True,15,Yes,0.44,$33.12
40579,2020-06-04,5:28 PM,Florida,Tampa,415-682-72,True,30,,,$94.09
40580,2019-12-31,7:49 PM,Georgia,Duluth,097-438-35,True,26,,,$156.45
40581,2019-11-09,6:31 PM,Georgia,Alpharetta,,,14,Yes,0.34,$66.71
40582,2019-10-21,6:33 PM,Florida,Miami,513-907-75,False,23,Yes,0.2,$214.15
40583,2019-11-01,1:40 PM,South Carolina,Florence,,,12,,,$23.94
40584,2019-12-15,4:14 PM,South Carolina,Columbia,,,8,,,$219.28
40585,2020-02-12,1:51 PM,Georgia,Marietta,928-277-24,True,10,,,$87.41
40586,2020-05-10,8:39 PM,Georgia,Atlanta,040-215-16,True,15,Yes,0.5,$85.56
40587,2020-01-25,4:19 PM,Florida,Fort Lauderdale,408-228-91,False,6,,,$124.49
40588,2020-02-09,1:28 PM,Florida,Clearwater,,,21,,,$163.49
40589,2020-09-03,3:31 PM,Florida,Clearwater,,,29,Yes,0.46,$114.77
40590,2020-06-07,12:41 PM,Florida,Lake Worth,767-498-77,False,23,,,$224.16
40591,2020-03-08,6:59 PM,Alabama,Mobile,,,5,Yes,0.49,$133.74
40592,2019-12-14,1:17 PM,Florida,Tampa,631-067-01,True,24,Yes,0.21,$143.31
40593,2020-03-07,3:59 PM,Florida,Bradenton,,,30,,,$73.94
40594,2019-11-24,4:25 PM,Florida,Melbourne,,,34,,,$143.68
40595,2019-11-20,6:17 PM,Alabama,Mobile,610-970-19,False,33,,,$105.46
40596,2020-05-31,2:22 PM,Georgia,Atlanta,457-256-12,False,16,,,$215.07
40597,2019-11-05,8:46 PM,Georgia,Atlanta,,,18,,,$118.98
40598,2019-10-26,4:56 PM,Georgia,Atlanta,232-031-73,False,10,,,$112.00
40599,2020-04-04,4:40 PM,California,Mountain View,600-613-00,True,85,,,$670.64
40600,2020-02-28,5:08 PM,Georgia,Valdosta,,,19,,,$138.57
40601,2019-10-17,12:59 PM,Georgia,Atlanta,955-819-68,True,11,,,$235.96
40602,2020-01-03,12:07 PM,Georgia,Columbus,994-181-61,False,8,,,$207.31
40603,2019-10-15,12:31 PM,Mississippi,Jackson,,,33,Yes,0.29,$117.09
40604,2019-10-01,3:48 PM,Florida,Tampa,,,32,Yes,0.33,$20.31
40605,2020-10-07,5:19 PM,Florida,Tallahassee,979-599-40,True,22,,,$75.41
40606,2020-02-08,8:21 PM,Georgia,Cumming,893-809-22,False,30,Yes,0.12,$152.17
40607,2020-01-11,8:34 PM,Florida,Jacksonville,,,26,,,$85.83
40608,2020-01-23,4:00 PM,Florida,Fort Lauderdale,,,31,Yes,0.24,$197.44
40609,2019-11-19,5:12 PM,Florida,Port Saint Lucie,049-236-62,True,28,,,$228.02
40610,2020-02-10,2:49 PM,Florida,Fort Lauderdale,,,24,,,$117.16
40611,2019-10-30,4:31 PM,Texas,Plano,707-074-44,True,70,,,$2950.50
40612,2020-04-28,3:48 PM,Florida,Miami,,,10,Yes,0.12,$215.90
40613,2020-06-29,11:04 AM,Florida,Fort Myers,,,5,,,$177.16
40614,2020-09-10,8:59 PM,Florida,Miami,313-921-66,False,18,,,$232.52
40615,2020-05-02,12:10 PM,Alabama,Gadsden,147-242-80,False,18,,,$83.17
40616,2020-06-26,11:28 AM,Florida,Vero Beach,,,12,Yes,0.12,$110.22
40617,2020-06-16,8:19 PM,Georgia,Atlanta,440-634-15,True,24,Yes,0.27,$95.85
40618,2020-06-23,7:51 PM,Mississippi,Columbus,,,5,,,$155.10
40619,2019-12-11,1:01 PM,Florida,Orlando,626-612-49,False,24,,,$172.62
40620,2020-06-17,12:12 PM,Florida,Palm Bay,786-689-12,False,9,,,$150.59
40621,2020-06-16,11:24 AM,Florida,Clearwater,,,11,,,$57.87
40622,2020-01-04,7:16 PM,Florida,Orlando,272-883-72,False,21,,,$120.49
40623,2019-11-02,5:07 PM,Florida,Naples,558-045-51,False,29,Yes,0.21,$54.27
40624,2020-09-25,5:48 PM,Alabama,Birmingham,449-645-08,True,32,,,$85.00
40625,2019-11-18,12:46 PM,Alabama,Mobile,233-759-06,False,10,,,$207.12
40626,2020-10-13,2:41 PM,Georgia,Alpharetta,108-176-06,False,6,,,$185.77
40627,2020-07-13,6:42 PM,Florida,Saint Petersburg,,,28,Yes,0.48,$165.13
40628,2019-11-03,3:40 PM,Georgia,Savannah,707-004-45,False,28,,,$75.07
40629,2019-11-15,11:29 AM,Georgia,Augusta,403-596-55,False,26,Yes,0.21,$186.23
40630,2020-10-16,4:27 PM,Alabama,Montgomery,,,5,Yes,0.24,$102.69
40631,2020-01-30,3:13 PM,Florida,Orlando,,,28,,,$157.26
40632,2020-04-24,1:27 PM,Mississippi,Biloxi,713-226-28,True,30,,,$94.95
40633,2020-03-28,7:36 PM,Florida,Orlando,191-281-90,False,23,,,$97.37
40634,2020-03-12,7:12 PM,Florida,Tampa,912-079-31,True,14,Yes,0.36,$200.02
40635,2019-12-19,5:27 PM,Alabama,Gadsden,,,33,,,$85.56
40636,2020-01-12,2:20 PM,Alabama,Montgomery,750-153-13,True,14,,,$143.40
40637,2019-11-18,2:21 PM,Florida,Miami,,,32,,,$55.44
40638,2020-01-28,11:25 AM,Mississippi,Hattiesburg,,,15,,,$21.34
40639,2020-08-15,6:11 PM,Florida,Tallahassee,840-834-90,True,15,,,$126.71
40640,2019-11-19,5:08 PM,Florida,Naples,,,19,Yes,0.14,$172.92
40641,2020-07-04,12:05 PM,Alabama,Birmingham,,,29,Yes,0.28,$55.09
40642,2019-10-04,6:54 PM,South Carolina,Columbia,785-313-03,False,6,,,$205.84
40643,2019-12-30,2:47 PM,Florida,Jacksonville,,,27,,,$210.73
40644,2020-01-13,12:50 PM,Florida,Palm Bay,,,25,,,$186.97
40645,2020-04-16,8:21 PM,Georgia,Atlanta,,,25,Yes,0.3,$45.79
40646,2020-02-22,4:43 PM,South Carolina,Columbia,333-145-36,True,17,,,$20.58
40647,2020-02-05,1:26 PM,Georgia,Atlanta,,,29,,,$92.31
40648,2019-11-13,11:56 AM,Florida,Largo,515-572-16,False,33,,,$62.86
40649,2019-11-19,3:54 PM,Georgia,Cumming,035-669-21,True,5,Yes,0.32,$69.69
40650,2020-03-06,5:46 PM,Florida,Tampa,,,18,Yes,0.15,$144.09
40651,2020-07-31,3:44 PM,Florida,Naples,581-885-22,True,20,,,$230.48
40652,2020-07-18,7:17 PM,South Carolina,Aiken,610-995-19,False,3,,,$118.34
40653,2020-05-17,8:24 PM,Georgia,Atlanta,,,26,,,$50.85
40654,2020-01-01,5:21 PM,Florida,Saint Petersburg,900-595-73,True,3,,,$197.40
40655,2020-03-29,1:34 PM,Alabama,Montgomery,109-675-33,True,22,,,$39.72
40656,2020-07-19,11:35 AM,Florida,Tallahassee,753-703-34,False,23,,,$220.21
40657,2019-10-20,6:12 PM,Florida,Boynton Beach,,,16,,,$182.82
40658,2020-08-22,12:41 PM,Alabama,Tuscaloosa,,,21,,,$20.53
40659,2020-01-27,8:12 PM,Mississippi,Hattiesburg,467-731-20,False,22,,,$140.99
40660,2020-01-08,12:02 PM,Florida,Jacksonville,,,31,,,$195.12
40661,2020-03-01,1:31 PM,Georgia,Augusta,016-618-78,True,26,Yes,0.25,$220.32
40662,2020-03-07,12:34 PM,Florida,Fort Lauderdale,050-080-84,True,8,,,$62.33
40663,2020-05-29,7:52 PM,Florida,Seminole,464-262-10,False,17,,,$216.11
40664,2020-03-05,2:36 PM,Florida,Fort Lauderdale,,,11,,,$187.01
40665,2020-10-17,8:17 PM,Florida,Panama City,309-109-34,True,17,,,$206.14
40666,2020-07-12,3:22 PM,Georgia,Marietta,328-343-27,True,17,Yes,0.45,$98.05
40667,2020-10-21,6:21 PM,Georgia,Columbus,,,34,,,$178.97
40668,2019-10-21,6:14 PM,Florida,Seminole,273-751-33,True,23,,,$117.27
40669,2020-06-14,2:17 PM,Georgia,Gainesville,328-757-57,True,12,Yes,0.18,$190.22
